Goal,Number of Players,Number of Rounds,End Result
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,4,Player 3 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,4,Player 4 wins
[ ][ ][ ],5,4,Player 4 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,3,Player 1 wins
[ ][ ][ ],5,3,Player 1 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,5,Player 1 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,5,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,4,Player 3 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,8,Player 1 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,4,Player 0 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,4,Player 3 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,3,Player 0 wins
[ ][ ][ ],5,3,Player 0 wins
[ ][ ][ ],5,3,Player 3 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,2,Player 0 wins
[ ][ ][ ],5,6,Only action cards left
[ ][ ][ ],5,3,Player 2 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,4,Player 3 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,2,Player 3 wins
[ ][ ][ ],5,4,Player 2 wins
[ ][ ][ ],5,4,Player 2 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,3,Player 4 wins
[ ][ ][ ],5,3,Player 4 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 3 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,1,Player 2 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,4,Player 2 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 1 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,1,Player 4 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,7,Player 4 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,1,Player 0 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],5,2,Player 1 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,5,Player 1 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,3,Player 0 wins
[ ][ ][ ],6,3,Player 0 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,3,Player 3 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,3,Player 2 wins
[ ][ ][ ],6,4,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,3,Player 4 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,4,Player 4 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,3,Player 0 wins
[ ][ ][ ],6,3,Player 0 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,3,Player 3 wins
[ ][ ][ ],6,3,Player 3 wins
[ ][ ][ ],6,4,Player 5 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,3,Player 1 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,6,Player 3 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,3,Player 2 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,4,Player 1 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,3,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,3,Player 3 wins
[ ][ ][ ],6,3,Player 3 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,1,Player 2 wins
[ ][ ][ ],6,4,Player 0 wins
[ ][ ][ ],6,4,Player 0 wins
[ ][ ][ ],6,2,Player 3 wins
[ ][ ][ ],6,2,Player 3 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,3,Player 4 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,3,Player 1 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 3 wins
[ ][ ][ ],6,2,Player 3 wins
[ ][ ][ ],6,2,Player 3 wins
[ ][ ][ ],6,2,Player 3 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,1,Player 4 wins
[ ][ ][ ],6,3,Player 0 wins
[ ][ ][ ],6,3,Player 0 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 0 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,2,Player 5 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,4,Player 0 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,4,Player 5 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 1 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,1,Player 5 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,2,Player 2 wins
[ ][ ][ ],6,4,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,3,Player 4 wins
[ ][ ][ ],6,3,Player 4 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,2,Player 4 wins
[ ][ ][ ],6,3,Player 1 wins
[ ][ ][ ],6,3,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],6,3,Player 2 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,2,Player 1 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,1,Player 3 wins
[ ][ ][ ],6,3,Player 5 wins
[ ][ ][ ],6,2,Player 0 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,3,Player 1 wins
[ ][ ][ ],7,1,Player 4 wins
[ ][ ][ ],7,1,Player 4 wins
[ ][ ][ ],7,2,Player 4 wins
[ ][ ][ ],7,2,Player 4 wins
[ ][ ][ ],7,1,Player 5 wins
[ ][ ][ ],7,1,Player 5 wins
[ ][ ][ ],7,1,Player 5 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,3,Player 4 wins
[ ][ ][ ],7,2,Player 1 wins
[ ][ ][ ],7,2,Player 1 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,2,Player 3 wins
[ ][ ][ ],7,2,Player 3 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,3,Player 4 wins
[ ][ ][ ],7,3,Player 4 wins
[ ][ ][ ],7,1,Player 5 wins
[ ][ ][ ],7,1,Player 5 wins
[ ][ ][ ],7,1,Player 4 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,3,Player 4 wins
[ ][ ][ ],7,3,Player 4 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 4 wins
[ ][ ][ ],7,1,Player 4 wins
[ ][ ][ ],7,1,Player 4 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,3,Player 1 wins
[ ][ ][ ],7,3,Player 1 wins
[ ][ ][ ],7,2,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,2,Player 3 wins
[ ][ ][ ],7,2,Player 3 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,3,Player 4 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,2,Player 5 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,3,Player 0 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,2,Player 0 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,3,Player 3 wins
[ ][ ][ ],7,2,Player 3 wins
[ ][ ][ ],7,2,Player 3 wins
[ ][ ][ ],7,2,Player 1 wins
[ ][ ][ ],7,2,Player 1 wins
[ ][ ][ ],7,2,Player 3 wins
[ ][ ][ ],7,2,Player 3 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 0 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 1 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 5 wins
[ ][ ][ ],7,1,Player 5 wins
[ ][ ][ ],7,2,Player 5 wins
[ ][ ][ ],7,2,Player 5 wins
[ ][ ][ ],7,2,Player 5 wins
[ ][ ][ ],7,2,Player 4 wins
[ ][ ][ ],7,2,Player 4 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 6 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,3,Player 3 wins
[ ][ ][ ],7,3,Player 3 wins
[ ][ ][ ],7,4,Player 5 wins
[ ][ ][ ],7,4,Player 5 wins
[ ][ ][ ],7,1,Player 3 wins
[ ][ ][ ],7,1,Player 5 wins
[ ][ ][ ],7,1,Player 5 wins
[ ][ ][ ],7,2,Player 0 wins
[ ][ ][ ],7,4,Player 3 wins
[ ][ ][ ],7,2,Player 1 wins
[ ][ ][ ],7,2,Player 1 wins
[ ][ ][ ],7,3,Player 1 wins
[ ][ ][ ],7,3,Player 0 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,1,Player 2 wins
[ ][ ][ ],7,2,Player 6 wins
